id,topic,category,indicator,subindicator,units,geography,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,note
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Belarus,,,,,,,,,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Bosnia and Herzegovina,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Georgia,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Macedonia,,,,,,,,,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Moldova,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Russia,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Serbia,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Turkey,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Ukraine,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Argentina,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Bolivia,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Brazil,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Chile,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Colombia,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Costa Rica,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Dominican Republic,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Ecuador,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,El Salvador,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Guatemala,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Haiti,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Honduras,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Jamaica,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Mexico,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Nicaragua,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Panama,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Paraguay,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Peru,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Uruguay,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Egypt,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Iraq,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Jordan,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Kuwait,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Lebanon,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Oman,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Saudi Arabia,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,United Arab Emirates,,,,,,,,0.5,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,West Bank and Gaza,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Spare,,,,,,,,,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Spare,,,,,,,,,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Spare,,,,,,,,,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Spare,,,,,,,,,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Spare,,,,,,,,,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Spare,,,,,,,,,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Spare,,,,,,,,,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Spare,,,,,,,,,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Spare,,,,,,,,,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Spare,,,,,,,,,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Spare,,,,,,,,,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Spare,,,,,,,,,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Spare,,,,,,,,,,,
1.02,Fundamentals,Policy,Policy - Climate change,Domestic climate change policy,Questions,Spare,,,,,,,,,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Algeria,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Angola,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Benin,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Botswana,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Burkina Faso,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Burundi,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Cameroon,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Central African Republic,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Chad,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Congo,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Congo (Dem. Rep.),,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Cote d'Ivoire,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Eritrea,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Ethiopia,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Ghana,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Guinea,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Kenya,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Lesotho,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Liberia,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Libya,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Madagascar,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Malawi,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Mali,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Mauritania,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Morocco,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Mozambique,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Namibia,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Niger,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Nigeria,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Rwanda,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Senegal,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Sierra Leone,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Somalia,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,South Africa,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,South Sudan,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Sudan,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Tanzania,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Togo,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Tunisia,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Uganda,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Zambia,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Zimbabwe,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Afghanistan,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Armenia,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Azerbaijan,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Bangladesh,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Cambodia,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,China,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,India,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Indonesia,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Kazakhstan,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Kyrgyzstan,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Laos,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Malaysia,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Mongolia,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Myanmar,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Nepal,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Pakistan,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Papua New Guinea,,,,,,,,,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Philippines,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Singapore,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Sri Lanka,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Taiwan,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Tajikistan,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Thailand,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Turkmenistan,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Uzbekistan,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Vietnam,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Albania,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Belarus,,,,,,,,,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Bosnia and Herzegovina,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Georgia,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Macedonia,,,,,,,,,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Moldova,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Russia,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Serbia,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Turkey,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Ukraine,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Argentina,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Bolivia,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Brazil,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Chile,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Colombia,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Costa Rica,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Dominican Republic,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Ecuador,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,El Salvador,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Guatemala,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Haiti,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Honduras,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Jamaica,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Mexico,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Nicaragua,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Panama,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Paraguay,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Peru,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Uruguay,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Egypt,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Iraq,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Jordan,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Kuwait,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Lebanon,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Oman,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Saudi Arabia,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,United Arab Emirates,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,West Bank and Gaza,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Spare,,,,,,,,,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Spare,,,,,,,,,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Spare,,,,,,,,,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Spare,,,,,,,,,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Spare,,,,,,,,,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Spare,,,,,,,,,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Spare,,,,,,,,,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Spare,,,,,,,,,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Spare,,,,,,,,,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Spare,,,,,,,,,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Spare,,,,,,,,,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Spare,,,,,,,,,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Spare,,,,,,,,,,,
1.02,Fundamentals,Policy,Policy - Climate change,Long term strategy,Questions,Spare,,,,,,,,,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Algeria,,,,,,,,0.9,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Angola,,,,,,,,0.9,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Benin,,,,,,,,0.6,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Botswana,,,,,,,,0.6,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Burkina Faso,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Burundi,,,,,,,,0.6,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Cameroon,,,,,,,,0.6,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Central African Republic,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Chad,,,,,,,,0.7,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Congo,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Congo (Dem. Rep.),,,,,,,,0.6,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Cote d'Ivoire,,,,,,,,0.9,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Eritrea,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Ethiopia,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Ghana,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Guinea,,,,,,,,0.6,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Kenya,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Lesotho,,,,,,,,0.6,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Liberia,,,,,,,,0.4,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Libya,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Madagascar,,,,,,,,0.7,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Malawi,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Mali,,,,,,,,0.6,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Mauritania,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Morocco,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Mozambique,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Namibia,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Niger,,,,,,,,0.6,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Nigeria,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Rwanda,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Senegal,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Sierra Leone,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Somalia,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,South Africa,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,South Sudan,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Sudan,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Tanzania,,,,,,,,0.7,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Togo,,,,,,,,0.6,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Tunisia,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Uganda,,,,,,,,0.6,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Zambia,,,,,,,,0.7,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Zimbabwe,,,,,,,,0.3,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Afghanistan,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Armenia,,,,,,,,0.7,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Azerbaijan,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Bangladesh,,,,,,,,0.6,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Cambodia,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,China,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,India,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Indonesia,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Kazakhstan,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Kyrgyzstan,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Laos,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Malaysia,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Mongolia,,,,,,,,0.9,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Myanmar,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Nepal,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Pakistan,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Papua New Guinea,,,,,,,,,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Philippines,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Singapore,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Sri Lanka,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Taiwan,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Tajikistan,,,,,,,,0.9,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Thailand,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Turkmenistan,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Uzbekistan,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Vietnam,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Albania,,,,,,,,0.6,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Belarus,,,,,,,,,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Bosnia and Herzegovina,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Georgia,,,,,,,,0.9,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Macedonia,,,,,,,,,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Moldova,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Russia,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Serbia,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Turkey,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Ukraine,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Argentina,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Bolivia,,,,,,,, -   ,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Brazil,,,,,,,,1,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Chile,,,,,,,,0.9,,,
1.02,Fundamentals,Policy,Policy - Climate change,NDC target coverage,Questions,Colombia,,,,,,,,1,,,
