id,topic,category,indicator,subindicator,units,geography,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,note
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Lithuania,,,,,,,,,,0.150626142,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Moldova,,,,,,,,,,0.937817063,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Netherlands,,,,,,,,,,0.761430526,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,North Macedonia,,,,,,,,,,0.757234176,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Norway,,,,,,,,,,0.021599576,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Poland,,,,,,,,,,0.868191733,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Portugal,,,,,,,,,,0.484372039,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Romania,,,,,,,,,,0.393200045,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Russia,,,,,,,,,,0.626663253,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Serbia,,,,,,,,,,0.704956207,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Slovakia,,,,,,,,,,0.261665936,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Slovenia,,,,,,,,,,0.319408725,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Spain,,,,,,,,,,0.374234779,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Sweden,,,,,,,,,,0.013732042,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Switzerland,,,,,,,,,,0.026589398,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Turkey,,,,,,,,,,0.560940182,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Ukraine,,,,,,,,,,0.37773877,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,United Kingdom,,,,,,,,,,0.422962031,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Algeria,,,,,,,,,,0.992959858,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Angola,,,,,,,,,,0.280465197,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Benin,,,,,,,,,,0.988688886,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Botswana,,,,,,,,,,0.999565847,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Burkina Faso,,,,,,,,,,0.859805407,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Burundi,,,,,,,,,,0.38509654,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Cameroon,,,,,,,,,,0.265836183,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Central African Republic,,,,,,,,,,0.009337908,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Chad,,,,,,,,,,1,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Congo,,,,,,,,,,0.567976296,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Congo (Dem. Rep.),,,,,,,,,,0.007181192,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Cote d'Ivoire,,,,,,,,,,0.67200603,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Egypt,,,,,,,,,,0.891185774,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Eritrea,,,,,,,,,,0.98100515,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Ethiopia,,,,,,,,,,0.01779828,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Ghana,,,,,,,,,,0.689925953,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Guinea,,,,,,,,,,0.323707633,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Iraq,,,,,,,,,,0.971686735,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Israel,,,,,,,,,,0.968946842,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Jordan,,,,,,,,,,0.864455756,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Kenya,,,,,,,,,,0.11546084,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Kuwait,,,,,,,,,,0.999944575,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Lebanon,,,,,,,,,,0.965619448,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Lesotho,,,,,,,,,,0,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Liberia,,,,,,,,,,0.301373308,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Madagascar,,,,,,,,,,0.555727885,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Malawi,,,,,,,,,,0.004546746,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Mali,,,,,,,,,,0.566884042,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Mauritania,,,,,,,,,,0.756097662,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Morocco,,,,,,,,,,0.804292471,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Mozambique,,,,,,,,,,0.16755819,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Namibia,,,,,,,,,,0.040483765,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Niger,,,,,,,,,,0.998068551,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Nigeria,,,,,,,,,,0.740420575,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Oman,,,,,,,,,,0.999025047,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Palestinian Authority,,,,,,,,,,1,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Qatar,,,,,,,,,,0.997475525,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Rwanda,,,,,,,,,,0.428571429,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Saudi Arabia,,,,,,,,,,0.998166396,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Senegal,,,,,,,,,,0.884623497,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Sierra Leone,,,,,,,,,,0.399463807,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Somalia,,,,,,,,,,0.96034708,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,South Africa,,,,,,,,,,0.88343787,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,South Sudan,,,,,,,,,,0.752564014,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Sudan,,,,,,,,,,0.380257036,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Tanzania,,,,,,,,,,0.677829929,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Togo,,,,,,,,,,0.787519978,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Tunisia,,,,,,,,,,0.966312503,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Uganda,,,,,,,,,,0.030739673,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,United Arab Emirates,,,,,,,,,,0.978720427,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Zambia,,,,,,,,,,0.172086934,
2.01,Opportunities,Carbon Intensity,Power sector emissions,Share of fossil fuels in generation,%,Zimbabwe,,,,,,,,,,0.452910462,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Canada,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,United States,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Argentina,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Bolivia,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Brazil,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Chile,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Colombia,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Costa Rica,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Dominican Republic,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Ecuador,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,El Salvador,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Guatemala,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Haiti,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Honduras,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Jamaica,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Mexico,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Nicaragua,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Panama,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Paraguay,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Peru,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Uruguay,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Afghanistan,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Armenia,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Australia,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Azerbaijan,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Bangladesh,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Cambodia,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Mainland China,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Georgia,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,India,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Indonesia,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Japan,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Kazakhstan,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Korea (Republic),,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Kyrgyzstan,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Laos,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Malaysia,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Mongolia,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Myanmar,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Nepal,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,New Zealand,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Pakistan,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Philippines,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Singapore,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Sri Lanka,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Taiwan,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Tajikistan,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Thailand,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Turkmenistan,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Uzbekistan,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Vietnam,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Albania,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Austria,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Belarus,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Belgium,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Bosnia and Herzegovina,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Bulgaria,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Croatia,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Czech Republic,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Denmark,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Finland,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,France,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Germany,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Greece,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Hungary,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Ireland,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Italy,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Lithuania,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Moldova,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Netherlands,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,North Macedonia,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Norway,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Poland,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Portugal,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Romania,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Russia,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Serbia,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Slovakia,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Slovenia,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Spain,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Sweden,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Switzerland,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Turkey,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Ukraine,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,United Kingdom,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Algeria,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Angola,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Benin,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Botswana,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Burkina Faso,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Burundi,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Cameroon,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Central African Republic,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Chad,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Congo,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Congo (Dem. Rep.),,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Cote d'Ivoire,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Egypt,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Eritrea,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Ethiopia,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Ghana,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Guinea,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Iraq,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Israel,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Jordan,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Kenya,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Kuwait,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Lebanon,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Lesotho,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Liberia,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Madagascar,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Malawi,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Mali,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Mauritania,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Morocco,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Mozambique,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Namibia,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Niger,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Nigeria,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Oman,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Palestinian Authority,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Qatar,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Rwanda,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Saudi Arabia,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Senegal,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Sierra Leone,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Somalia,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,South Africa,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,South Sudan,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Sudan,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Tanzania,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Togo,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Tunisia,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Uganda,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,United Arab Emirates,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Zambia,,,,,,,,,,,
2.24,Opportunities,Climate risk,Weather events,Weather events,Score,Zimbabwe,,,,,,,,,,,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,Canada,,,,,,,,,,0.050947368,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,United States,,,,,,,,,,0.195668511,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,Argentina,,,,,,,,,,0.012711864,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,Bolivia,,,,,,,,,,0,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,Brazil,,,,,,,,,,0.013578275,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,Chile,,,,,,,,,,0.075949367,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,Colombia,,,,,,,,,,0.1,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,Costa Rica,,,,,,,,,,0,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,Dominican Republic,,,,,,,,,,0,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,Ecuador,,,,,,,,,,0,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,El Salvador,,,,,,,,,,0,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,Guatemala,,,,,,,,,,0,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,Haiti,,,,,,,,,,,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,Honduras,,,,,,,,,,0,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,Jamaica,,,,,,,,,,0,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,Mexico,,,,,,,,,,0.296296296,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,Nicaragua,,,,,,,,,,0,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,Panama,,,,,,,,,,0.028571429,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,Paraguay,,,,,,,,,,0,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,Peru,,,,,,,,,,0.034146341,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,Uruguay,,,,,,,,,,0,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,Afghanistan,,,,,,,,,,,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,Armenia,,,,,,,,,,0,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,Australia,,,,,,,,,,0.111864407,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,Azerbaijan,,,,,,,,,,0,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,Bangladesh,,,,,,,,,,0.00297619,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,Cambodia,,,,,,,,,,0,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,Mainland China,,,,,,,,,,0.234063912,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,Georgia,,,,,,,,,,0.019230769,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,India,,,,,,,,,,0.107756069,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,Indonesia,,,,,,,,,,0.096695226,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,Japan,,,,,,,,,,0.414376321,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,Kazakhstan,,,,,,,,,,0.011764706,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,Korea (Republic),,,,,,,,,,0.06852431,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,Kyrgyzstan,,,,,,,,,,0,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,Laos,,,,,,,,,,0,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,Malaysia,,,,,,,,,,0.074823944,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,Mongolia,,,,,,,,,,0,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,Myanmar,,,,,,,,,,0,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,Nepal,,,,,,,,,,0,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,New Zealand,,,,,,,,,,0.139830508,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,Pakistan,,,,,,,,,,0.076335878,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,Philippines,,,,,,,,,,0.170818505,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,Singapore,,,,,,,,,,0.098430813,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,Sri Lanka,,,,,,,,,,0.040816327,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,Taiwan,,,,,,,,,,0.177440347,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,Tajikistan,,,,,,,,,,,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,Thailand,,,,,,,,,,0.07539267,
2.25,Opportunities,Corporate commitments,Corporate emission reduction policies,Corporate emission reduction policies,Companies,Turkmenistan,,,,,,,,,,,
